customer_id,name,age,gender,state,signup_date,email,phone_number,subscribe
CUST0079,Salman,56,1,Papua,2024-11-14,nardiprastuti@example.org,889263587182,1
CUST0080,Zelaya,61,0,Jawa Barat,2025-04-16,pmulyani@example.com,879430310,0
CUST0081,Kiandra,18,0,Kalimantan Utara,2024-04-23,kiandra323@example.com,892051889,1
CUST0082,Pangeran,47,1,Sulawesi Tengah,2024-04-27,uwaistina@example.com,854442638,1
CUST0083,Waluyo,22,1,Sumatera Selatan,2024-04-21,423waluyo@example.com,8163175135,1
CUST0084,Cemeti,43,1,Banten,2024-06-10,cemani42@example.org,82769374044,1
CUST0085,Diana,23,0,Banten,2025-01-23,diana214@example.com,8261158450,1
CUST0086,Lintang,21,0,Riau,2025-04-20,gsuryatmi@example.com,87875175545,1
CUST0087,Ophelia,29,0,Sumatera Barat,2025-09-01,nyoman41@example.org,87576535147,0
CUST0088,Sabar,60,1,Papua,2023-10-23,jaisfarida@example.com,87828228770,0
CUST0089,Lintang,45,0,Jawa Tengah,2023-09-28,cwijayanti@example.org,88304909643,0
CUST0090,Ade,22,0,Sumatera Selatan,2025-03-07,paimanthamrin@example.com,8645712253,0
CUST0091,Gadang,48,1,Banten,2024-01-02,gadang_44@example.com,83406335553,0
CUST0092,Uli,39,0,Sulawesi Utara,2025-02-21,ilsauwais@example.com,85301687145,1
CUST0093,Syahrini,34,0,Banten,2024-07-14,hariputra@example.com,87412241378,1
CUST0094,Respati,26,1,Kalimantan Utara,2023-10-06,aryanimartani@example.net,8432024958,0
CUST0095,Kayun,36,1,Kalimantan Timur,2024-08-18,whastuti@example.org,869104458,1
CUST0096,Kamila,41,0,Nusa Tenggara Barat,2024-08-09,kamila440@example.com,8886490325,0
CUST0097,Hasna,57,0,Kalimantan Barat,2024-04-13,hasna_36@example.com,8523325335,0
CUST0098,Darmana,20,1,Lampung,2024-07-13,janewibowo@example.net,87578356078,1
CUST0099,Nardi,46,1,Papua Barat,2024-05-09,564nardi@example.com,842270801734,1
CUST0100,Gangsar,33,1,Maluku Utara,2024-10-18,mahendraviman@example.org,83883350165,1
CUST0101,Unjani,44,0,Bengkulu,2024-08-25,pangestu31@example.com,858832347094,0
CUST0102,Darmana,34,1,Sumatera Utara,2024-10-06,keneskurniawan@example.com,8731410728,1
CUST0522,Lurhur,34,1,Papua,2024-08-14,andrianidimas@example.org,8739118659,1
CUST0103,Eva,33,0,Riau,2024-08-12,106eva@example.com,841163644257,0
CUST0104,Cinta,29,0,Sulawesi Selatan,2025-09-19,labuh06@example.net,80353584528,1
CUST0105,Nabila,39,0,Sulawesi Utara,2025-06-05,agus50@example.org,836201825,1
CUST0412,Tira,65,0,Riau,2024-12-22,tira_61@example.com,840843370,0
CUST0106,Febi,52,0,Sumatera Utara,2025-08-10,febi307@example.com,85506901946,0
CUST0107,Xanana,35,1,Sulawesi Selatan,2024-04-27,xanana906@example.com,8836361564,1
CUST0108,Laila,23,0,Papua Barat,2025-01-15,laila_12@example.com,870295902,1
CUST0109,Elisa,20,0,Riau,2025-08-18,emaskuswandari@example.com,826103819,0
CUST0110,Amelia,22,0,Jambi,2025-01-26,vanesamaulana@example.org,877164551,1
CUST0111,Zaenab,21,0,Kalimantan Barat,2024-05-22,dongoranelvina@example.com,847282814730,1
CUST0112,Hana,26,0,Kepulauan Bangka Belitung,2024-05-27,hana71@example.com,830340547,0
CUST0113,Luis,44,1,Jawa Timur,2025-02-02,luis_78@example.com,807226070,1
CUST0114,Bakijan,46,1,Kalimantan Selatan,2025-03-19,bakijan716@example.com,811045815,1
CUST0115,Febi,60,0,Banten,2023-12-18,853febi@example.com,834936269296,1
CUST0116,Safina,37,0,Kalimantan Barat,2023-12-19,eli60@example.net,836530994,1
CUST0117,Heru,46,1,Nusa Tenggara Timur,2025-03-01,heru_59@example.com,8442400531,0
CUST0137,Faizah,58,0,Sulawesi Tenggara,2025-02-15,faizah137@example.com,824030244596,1
CUST0118,Wisnu,39,1,Papua,2025-08-30,susantiokto@example.org,888016519033,1
CUST0119,Usyi,29,0,Sulawesi Selatan,2024-06-03,winarnoharsaya@example.com,82820682864,0
CUST0120,Indah,46,0,Nusa Tenggara Timur,2025-04-05,pangestumaida@example.org,86760383725,1
CUST0121,Rachel,43,0,Sulawesi Utara,2024-08-13,fkuswoyo@example.com,85694551033,1
CUST0122,Putri,21,0,Kalimantan Barat,2024-09-10,mustofakamal@example.com,877723734,1
CUST0123,Budi,25,1,Kalimantan Timur,2024-07-30,daniswarafujiati@example.org,80867052945,0
CUST0124,Hana,46,0,Kalimantan Selatan,2024-02-25,wibisonokayun@example.org,812329994722,1
CUST0125,Dian,51,0,Lampung,2023-11-25,855dian@example.com,83875282295,1
CUST0126,Lili,36,0,Sulawesi Tenggara,2024-11-30,71lili@example.com,8056814408,1
CUST0127,Pandu,33,1,Jawa Tengah,2025-06-24,edi47@example.net,8077055295,1
CUST0128,Restu,41,0,Sulawesi Selatan,2023-12-19,uwaisjail@example.net,84987516839,1
CUST0129,Nardi,24,1,Kepulauan Riau,2025-03-23,salahudinupik@example.net,87254525827,1
CUST0130,Paulin,21,0,Banten,2024-10-22,osimanjuntak@example.com,87062587103,1
CUST0131,Warsa,28,1,Jawa Barat,2024-03-14,warsa_48@example.com,868764954,0
CUST0132,Fitria,37,0,Sumatera Selatan,2024-03-01,endra63@example.org,873119408752,0
CUST0133,Kayla,27,0,Kalimantan Barat,2024-03-28,winarsihkarimah@example.net,85520127461,1
CUST0134,Hasna,35,0,Maluku Utara,2024-03-01,pangestumahmud@example.com,89859502185,1
CUST0135,Eluh,33,1,Jawa Timur,2025-07-10,faizahgunawan@example.com,8445380044,0
CUST0136,Anggabaya,41,1,Gorontalo,2025-03-21,ekopuspasari@example.net,814729402780,1
CUST0138,Wulan,45,0,Banten,2025-07-16,wulan_37@example.com,81397393326,0
CUST0139,Ilyas,47,1,Kepulauan Bangka Belitung,2024-11-05,namagaanastasia@example.net,8489315431,1
CUST0140,Bambang,63,1,Sumatera Utara,2025-03-30,rahmi71@example.org,806004381324,0
CUST0141,Hasna,35,0,Jambi,2024-07-12,hasna_96@example.com,808350211395,1
CUST0142,Ami,42,0,Banten,2023-12-12,ytamba@example.net,84571050970,1
CUST0143,Rini,18,0,Gorontalo,2025-01-29,319rini@example.com,859832791,1
CUST0144,Olga,49,1,Aceh,2024-04-04,586olga@example.com,824500893,1
CUST0145,Kamila,49,0,Kepulauan Riau,2024-12-09,kamila301@example.com,874823735747,0
CUST0146,Jatmiko,58,1,Papua,2023-12-29,jagahakim@example.net,85532539518,1
CUST0147,Puput,44,0,Sulawesi Tengah,2023-11-20,indrayuliarti@example.net,888963677419,1
CUST0148,Candrakanta,34,1,Aceh,2025-09-22,ian38@example.org,8454479725,1
CUST0149,Puti,45,0,Sulawesi Selatan,2025-01-14,790puti@example.com,844664817759,1
CUST0150,Ganep,62,1,Papua Barat,2025-07-01,drajatdamanik@example.net,810709870971,0
CUST0151,Baktiadi,50,1,Lampung,2024-06-02,sakti91@example.org,83052760224,1
CUST0152,Sadina,40,0,Kalimantan Utara,2024-07-16,873sadina@example.com,8246809152,1
CUST0153,Lembah,61,1,Banten,2025-09-17,gsuartini@example.org,870743819862,1
CUST0154,Cahyanto,26,1,Sumatera Selatan,2025-09-04,cahyanto_97@example.com,8681560169,1
CUST0155,Cindy,27,0,Jawa Timur,2025-02-11,cindy_34@example.com,845121421,0
CUST0156,Jamalia,27,0,Jawa Tengah,2024-03-19,pudjiastutidariati@example.org,815685193,1
CUST0157,Tasnim,29,1,Kalimantan Barat,2023-12-05,jamil78@example.com,806558834,1
CUST0158,Sadina,26,0,Lampung,2025-04-19,sadina_36@example.com,878596750158,1
CUST0159,Padmi,32,0,Gorontalo,2024-11-21,bakiman29@example.com,867591798,1
CUST0160,Lasmanto,38,1,Maluku,2024-02-06,lasmanto_15@example.com,83173161135,0
CUST0161,Narji,23,1,Jambi,2025-08-14,safitriqueen@example.net,804466686537,1
CUST0162,Natalia,56,0,Jawa Barat,2024-01-01,budimaulana@example.org,893722470,1
CUST0163,Jelita,31,0,Bali,2025-01-28,jelita241@example.com,88972804026,1
CUST0164,Rini,61,0,Sulawesi Tengah,2023-12-14,eoktaviani@example.com,815359220,1
CUST0165,Pangeran,58,1,Kepulauan Bangka Belitung,2025-09-20,ranggamaulana@example.net,8556607041,1
CUST0166,Nadia,61,0,Kalimantan Selatan,2025-01-21,600nadia@example.com,832707742619,0
CUST0167,Kajen,52,1,Kalimantan Selatan,2025-02-09,unggulwijayanti@example.com,813304169,1
CUST0168,Laila,38,0,Jawa Barat,2025-05-27,laryani@example.org,83741637430,1
CUST0169,Unggul,50,1,Kalimantan Timur,2024-02-04,stamba@example.com,828121504,1
CUST0170,Citra,51,0,Sumatera Utara,2025-02-09,citra535@example.com,800197278,1
CUST0171,Cahyono,18,1,Kalimantan Tengah,2024-02-20,oktavianiian@example.net,88904104083,0
CUST0172,Martani,39,1,Jawa Barat,2023-11-19,jhutasoit@example.org,834167614748,1
CUST0173,Edi,46,1,Banten,2024-04-15,balijan55@example.org,812844433,1
CUST0174,Rahayu,43,0,Sulawesi Tenggara,2025-03-16,upangestu@example.com,806899922,1
CUST0175,Dartono,52,1,Banten,2025-02-15,harsanto83@example.com,889953743153,1
CUST0176,Rika,42,0,Kalimantan Barat,2025-04-01,gunartomanah@example.com,8532955115,1
CUST0177,Tiara,45,0,DKI Jakarta,2024-07-22,dongoransabar@example.org,876048071,1
CUST0178,Salwa,26,0,Kalimantan Timur,2025-03-04,331salwa@example.com,806277560,1
CUST0179,Yahya,22,1,Riau,2024-06-18,warsita32@example.org,8908826171,1
CUST0180,Raditya,46,1,Kepulauan Riau,2023-09-30,raditya_30@example.com,813773020,1
CUST0181,Balapati,41,1,Sulawesi Tengah,2024-12-28,aoktaviani@example.org,801579901601,0
CUST0182,Adinata,55,1,Jambi,2025-07-17,zuwais@example.com,826889627918,1
CUST0183,Dian,36,0,Gorontalo,2024-09-13,dian_86@example.com,870256529127,0
CUST0184,Cemplunk,56,1,Kepulauan Bangka Belitung,2024-01-15,usyifujiati@example.com,874704487,1
CUST0185,Silvia,52,0,Nusa Tenggara Barat,2024-07-21,fpradipta@example.com,834680358,1
CUST0186,Karsana,46,1,Jawa Barat,2025-02-26,karsana52@example.com,81598028596,1
CUST0187,Maimunah,59,0,Papua,2024-07-28,pwidiastuti@example.com,851838173923,0
CUST0188,Irfan,55,1,Maluku,2025-08-28,irfan_43@example.com,84072435632,0
CUST0189,Prabowo,59,1,Kepulauan Riau,2024-02-05,rajasayulia@example.org,8876946141,0
CUST0190,Candrakanta,52,1,Bengkulu,2025-04-01,martakasiregar@example.net,8518769180,1
CUST0191,Luluh,27,1,DI Yogyakarta,2025-07-15,gandasetiawan@example.com,86559461299,1
CUST0192,Maimunah,19,0,Riau,2024-01-22,maimunah_70@example.com,82098841066,1
CUST0193,Kasiyah,45,0,Sulawesi Barat,2025-04-28,537kasiyah@example.com,8096683515,0
CUST0194,Victoria,24,0,Sulawesi Tenggara,2024-11-05,111victoria@example.com,891433074528,1
CUST0195,Genta,42,0,Jawa Tengah,2024-03-04,404genta@example.com,8302727589,0
CUST0196,Kenes,59,1,Kepulauan Riau,2025-09-11,kenes456@example.com,845887386,0
CUST0197,Dono,61,1,Sumatera Barat,2024-05-25,sudiatihadi@example.org,8843428145,1
CUST0198,Kasiran,36,1,Lampung,2025-08-01,astutidaliman@example.net,844521615678,1
CUST0199,Daliono,45,1,Banten,2024-08-18,widiastutiyulia@example.net,89234334959,1
CUST0200,Ade,21,1,Bali,2024-09-04,adinata37@example.net,8011442065,0
CUST0201,Genta,64,0,Sumatera Utara,2024-02-07,manah38@example.com,833189960,0
CUST0202,Kayla,51,0,Jawa Timur,2024-01-01,785kayla@example.com,896148976,0
CUST0203,Diah,51,0,Jawa Timur,2024-07-24,426diah@example.com,878555975188,1
CUST0204,Estiawan,18,1,Nusa Tenggara Timur,2025-07-26,estiawan903@example.com,842441390,1
CUST0205,Gamani,56,1,Jambi,2024-05-22,kuswoyobudi@example.com,839448321,1
CUST0206,Ulya,48,0,Jawa Barat,2024-12-11,ulya858@example.com,82253308575,1
CUST0207,Vero,63,1,Kalimantan Timur,2025-09-17,caket74@example.com,8920532840,0
CUST0208,Restu,32,0,Sumatera Selatan,2024-11-17,ihsansuartini@example.com,875783321,1
CUST0209,Hafshah,58,0,Sumatera Barat,2025-09-23,hafshah522@example.com,8514025745,0
CUST0210,Gamanto,63,1,Jawa Tengah,2023-10-12,gamanto891@example.com,80338818657,1
CUST0211,Nadia,23,0,Sumatera Barat,2024-08-07,bnajmudin@example.com,805548983599,1
CUST0212,Pia,25,0,Jawa Barat,2025-01-10,situmorangliman@example.com,8764053867,0
CUST0213,Cornelia,38,0,Banten,2025-01-31,setiawanpadmi@example.org,82199034845,1
CUST0214,Kasusra,52,1,Jawa Tengah,2024-04-24,siregarmichelle@example.com,829560949,1
CUST0215,Tari,39,0,Kalimantan Timur,2024-04-16,kardihalim@example.com,899279768,1
CUST0216,Pranawa,34,1,Maluku Utara,2024-07-18,cengkiruyainah@example.net,83421440455,0
CUST0217,Vivi,25,0,Sumatera Utara,2025-03-19,qoriwijayanti@example.com,822939648,1
CUST0218,Reksa,18,1,Kalimantan Tengah,2024-10-17,eutami@example.net,8010982253,1
CUST0219,Ratna,23,0,Sumatera Selatan,2025-02-14,ratna_61@example.com,8592886328,0
CUST0220,Eman,38,1,Maluku Utara,2024-08-13,musamah@example.net,8351954443,1
CUST0221,Mila,28,0,Sumatera Selatan,2025-04-03,puspitamakuta@example.com,89536839897,1
CUST0222,Nrima,37,1,Sulawesi Tenggara,2025-09-06,nrima_15@example.com,820303505924,0
CUST0223,Artanto,41,1,Aceh,2023-11-12,gunartomaida@example.org,8579114663,1
CUST0224,Cengkal,19,1,Sulawesi Tengah,2024-10-09,safinafirgantoro@example.com,803372425148,1
CUST0225,Cahya,37,1,Jawa Tengah,2024-11-16,cahya_1@example.com,848801281,0
CUST0226,Kasiran,47,1,Lampung,2025-01-14,kajenharyanti@example.org,8017283733,1
CUST0227,Gamblang,46,1,Kalimantan Timur,2023-12-04,timbuldamanik@example.com,83336257772,1
CUST0228,Elisa,60,0,Papua Barat,2024-05-06,963elisa@example.com,8028841172,1
CUST0229,Vivi,63,0,Aceh,2024-08-29,vivi_72@example.com,8951128138,0
CUST0230,Vicky,42,0,DI Yogyakarta,2025-07-07,vsuryono@example.org,8449897435,1
CUST0231,Margana,47,1,Sumatera Utara,2023-10-31,margana_57@example.com,80091857428,1
CUST0232,Jamil,60,1,Banten,2024-12-21,harihutapea@example.net,826116797,1
CUST0233,Jamalia,20,0,DI Yogyakarta,2025-07-19,damanikdarijan@example.net,8762462237,1
CUST0234,Zamira,56,0,Nusa Tenggara Timur,2024-06-18,zamira_12@example.com,845518329,1
CUST0235,Jefri,43,1,Aceh,2024-03-18,jatmikorajasa@example.org,8443780824,1
CUST0236,Leo,41,1,Sumatera Selatan,2025-08-19,jagaragasaputra@example.net,816809421,1
CUST0237,Jarwa,40,1,DKI Jakarta,2024-12-27,jarwa_96@example.com,85570492473,1
CUST0238,Darijan,54,1,Sumatera Barat,2024-05-23,uprakasa@example.org,8425816385,1
CUST0239,Galuh,36,1,Sumatera Barat,2024-08-19,mulyaniida@example.com,879467312863,1
CUST0240,Carla,46,0,Sulawesi Utara,2024-06-21,danang48@example.net,81857955969,1
CUST0241,Candra,35,1,Kalimantan Barat,2024-09-07,candra_63@example.com,869455115,0
CUST0242,Mala,55,0,Sulawesi Tenggara,2023-12-19,mala73@example.com,833847702,0
CUST0243,Calista,51,0,Banten,2025-04-01,calista602@example.com,871806674460,0
CUST0244,Bala,39,1,Sumatera Selatan,2025-02-15,ldongoran@example.com,83028298440,1
CUST0245,Cahyanto,22,1,Sulawesi Utara,2025-05-03,cahyanto_84@example.com,81900280197,1
CUST0246,Caket,65,1,Sulawesi Tengah,2025-03-09,caket_32@example.com,8224646257,0
CUST0247,Mala,54,0,Sumatera Selatan,2024-04-24,esiregar@example.org,80063702516,1
CUST0248,Nadine,20,0,Kepulauan Bangka Belitung,2024-01-17,nadine_31@example.com,81799475516,0
CUST0249,Ridwan,52,1,Lampung,2025-05-16,ellishidayat@example.com,825198650407,1
CUST0250,Halim,33,1,Bengkulu,2025-09-13,omarbun@example.com,858732327,0
CUST0251,Prima,41,1,Sulawesi Selatan,2024-09-02,putu16@example.net,869004782947,0
CUST0252,Anastasia,62,0,Gorontalo,2025-01-20,dabukkeeluh@example.net,83372152995,0
CUST0253,Yono,19,1,Kalimantan Selatan,2024-01-12,jailsinaga@example.org,8673305470,1
CUST0254,Uchita,41,0,Kalimantan Utara,2024-10-21,kartika75@example.net,868108247332,1
CUST0255,Kurnia,51,1,Maluku,2024-12-18,kurnia477@example.com,8116801400,0
CUST0256,Baktiono,35,1,DKI Jakarta,2024-11-17,ksinaga@example.net,830308525498,0
CUST0257,Hendri,32,1,Sulawesi Tenggara,2023-10-05,opan96@example.com,873653335,1
CUST0258,Banara,62,1,Maluku,2025-04-29,mangunsongcakrabuana@example.com,8273368835,1
CUST0259,Jindra,27,1,Jawa Timur,2024-02-08,jindra_70@example.com,803517580038,1
CUST0260,Prima,48,1,DKI Jakarta,2024-01-24,prima_12@example.com,800328569612,1
CUST0261,Zahra,59,0,Sumatera Utara,2025-04-07,zahra57@example.com,8886360522,1
CUST0262,Luis,44,1,Banten,2024-11-21,tasnimhalimah@example.net,818973258242,1
CUST0263,Kemal,30,1,Lampung,2024-10-11,kemal_42@example.com,8805015029,1
CUST0264,Sarah,41,0,DKI Jakarta,2025-01-12,sarah_50@example.com,859373944,1
CUST0265,Ghaliyati,62,0,Aceh,2023-12-29,ghaliyati459@example.com,852749808460,0
CUST0266,Bahuraksa,23,1,Banten,2024-05-22,kacungkuswoyo@example.net,84553407556,0
CUST0267,Silvia,38,0,Jawa Timur,2023-09-30,silvia_18@example.com,8903422604,1
CUST0268,Hani,23,0,Papua Barat,2025-02-27,tprakasa@example.net,81743287757,1
CUST0269,Sadina,44,0,Jawa Timur,2024-10-12,margana53@example.net,8268669512,1
CUST0661,Puji,32,0,DI Yogyakarta,2025-09-05,puji_62@example.com,82263520270,1
CUST0270,Leo,25,1,Maluku Utara,2025-08-03,galih47@example.net,820281741512,1
CUST0271,Gawati,51,0,Banten,2024-07-11,gawati_73@example.com,8541771848,1
CUST0272,Asirwanda,41,1,Aceh,2025-08-14,gandi95@example.net,8227568258,1
CUST0273,Eva,61,0,DI Yogyakarta,2025-06-08,455eva@example.com,8944474510,1
CUST0274,Ismail,29,1,Papua Barat,2023-10-15,uwaisbudi@example.org,8949460278,0
CUST0275,Gilda,37,0,Jawa Tengah,2025-01-07,nrajasa@example.com,8238397602,1
CUST0276,Rafi,28,1,DI Yogyakarta,2024-08-02,rafi_21@example.com,84672970984,1
CUST0277,Cornelia,25,0,Sulawesi Utara,2023-10-10,cornelia_87@example.com,819167285,0
CUST0278,Betania,47,0,Lampung,2024-06-24,wkusumo@example.net,8143069505,1
CUST0279,Timbul,46,1,Kepulauan Bangka Belitung,2024-04-29,timbul354@example.com,803956658952,0
CUST0280,Diah,22,0,Nusa Tenggara Barat,2023-11-14,diah_65@example.com,8054289074,1
CUST0281,Latika,42,0,Kepulauan Riau,2025-02-26,bakidin99@example.com,8873633240,0
CUST0282,Usyi,40,0,Sulawesi Utara,2025-09-10,bpratama@example.com,886432118636,1
CUST0283,Rahmi,60,0,Jambi,2025-05-23,yuliantirachel@example.org,86602528020,1
CUST0284,Hafshah,20,0,Papua,2025-08-18,tasnim45@example.com,806882584073,0
CUST0285,Yahya,58,1,Nusa Tenggara Barat,2024-12-15,jaswadi78@example.org,832317633905,1
CUST0286,Yuni,56,0,Riau,2023-09-27,handayanirafi@example.net,872532302,1
CUST0287,Cemplunk,57,1,Maluku Utara,2025-05-26,wulandariajeng@example.org,8276655433,0
CUST0288,Labuh,58,1,Kalimantan Utara,2024-09-27,julia04@example.net,896147647021,0
CUST0289,Anita,21,0,Banten,2024-06-30,ayusalahudin@example.net,839364471,0
CUST0290,Darijan,49,1,Maluku,2024-09-10,darijan_53@example.com,8426706436,0
